area_sqft,bedrooms,bathrooms,living_area_sqft,kitchen_area_sqft,dining_area_sqft,garage_area_sqft,balcony_area_sqft,floors,age_years,location,property_type,price_usd
4500,8,5,1852,272,369,370,186,4,50,Dallas,Villa,1215000
6130,3,1,2991,468,473,556,281,1,36,Seattle,House,3438930
5468,6,1,2107,470,341,676,91,4,0,Denver,House,2608236
3912,5,1,1375,407,298,443,161,3,18,Boston,Villa,1392672
1196,6,5,440,96,97,680,150,3,25,Denver,Penthouse,528632
6800,7,1,3625,757,371,120,131,3,36,Chicago,Townhouse,2978400
1166,6,3,414,122,100,229,121,3,7,New York,Penthouse,341638
7732,1,5,3697,404,605,218,183,4,8,Phoenix,House,4639200
3363,6,2,1798,375,202,354,203,2,49,Dallas,Villa,454005
5300,3,6,2137,278,350,467,128,2,7,Chicago,Apartment,1330300
7243,1,5,3679,830,524,513,183,4,21,Boston,Apartment,4410987
1902,3,1,690,118,144,723,223,3,1,Seattle,Apartment,947196
6865,4,5,2804,784,526,259,262,2,10,Miami,Villa,1839820
4919,4,1,2370,462,261,324,136,4,40,Los Angeles,Villa,619794
7857,1,3,4112,600,459,384,26,1,6,Seattle,House,3072087
2767,5,4,1433,287,219,319,76,3,49,Boston,Penthouse,877139
5895,6,1,3047,530,385,345,282,1,19,Dallas,Apartment,1055205
5854,5,4,2168,381,466,728,39,2,24,Phoenix,Townhouse,755166
4464,3,6,1700,527,425,671,232,4,28,Seattle,Villa,1825776
5513,2,6,2110,602,529,180,118,2,26,Chicago,Apartment,1389276
864,5,4,383,55,44,286,91,4,29,Los Angeles,Penthouse,407808
3946,6,5,1483,255,210,474,83,2,1,Phoenix,Townhouse,1242990
1821,5,1,807,132,161,268,109,3,5,Phoenix,Apartment,360558
3955,3,4,2067,309,357,774,298,2,39,Boston,Penthouse,933380
6254,5,6,2371,654,513,198,233,4,22,Los Angeles,Penthouse,2908110
759,7,2,378,59,64,188,8,4,8,Denver,Villa,133584
7529,8,6,3397,392,453,525,124,2,21,Dallas,Villa,971241
5881,4,1,3158,388,490,265,59,4,45,Boston,House,3722673
6093,6,2,2578,327,352,701,60,3,4,Seattle,Townhouse,1285623
5943,4,2,2605,322,544,527,50,3,23,Phoenix,Apartment,1759128
6392,4,3,2770,745,519,365,201,1,49,Los Angeles,House,2716600
3968,8,2,1888,290,297,559,199,1,18,Denver,House,2035584
3297,2,4,1277,200,248,535,104,2,25,Chicago,Penthouse,1513323
6064,5,6,2327,377,412,243,21,1,19,Chicago,Townhouse,3153280
4202,1,2,2196,322,222,346,140,3,44,Los Angeles,Villa,1655588
1255,3,2,526,125,89,228,35,2,5,Houston,Penthouse,443015
6585,3,1,2953,786,555,431,261,2,50,Phoenix,Penthouse,1086525
3527,1,4,1822,323,230,335,267,4,42,Phoenix,Townhouse,1379057
5579,1,4,2810,579,346,663,233,2,19,Boston,Villa,926114
4063,8,1,1876,396,315,334,209,2,32,Chicago,Apartment,1682082
6445,5,5,2297,734,610,673,253,4,48,Houston,Villa,2829355
7425,2,3,3540,669,598,179,34,1,20,Seattle,Townhouse,2606175
3560,1,5,1277,376,271,748,223,3,11,New York,Penthouse,1103600
1384,3,4,520,159,74,105,0,3,12,Seattle,Penthouse,308632
1695,4,3,740,176,109,373,2,4,0,Phoenix,Penthouse,589860
525,4,1,255,47,33,721,200,4,22,Boston,Townhouse,65100
6776,5,4,3091,653,638,407,106,2,24,New York,Villa,2208976
7506,1,4,3352,804,580,361,172,2,1,Los Angeles,Townhouse,2011608
6054,2,3,3266,606,332,18,176,3,40,Miami,Apartment,1991766
4852,4,4,2217,361,470,626,3,3,46,Seattle,House,2091212
2429,5,2,1228,225,126,415,283,1,2,Miami,Townhouse,655830
925,3,5,374,80,48,643,147,4,36,Denver,House,197025
3962,7,1,1713,337,199,378,274,3,18,Boston,House,1755166
3526,1,1,1934,293,269,659,230,2,27,Houston,Villa,751038
754,4,1,277,81,73,197,169,1,24,Boston,Townhouse,390572
3157,2,6,1372,318,275,568,101,2,29,Boston,Apartment,713482
1706,1,6,831,145,103,38,146,2,32,Boston,Townhouse,893944
3867,4,5,1429,268,290,108,211,1,44,Miami,Villa,699927
1179,4,2,583,133,99,453,181,3,6,Denver,Villa,657882
2060,3,4,964,164,164,526,67,2,26,Houston,Apartment,731300
1348,7,3,569,71,98,761,146,3,12,New York,Penthouse,516284
3006,8,3,1301,237,208,565,174,1,40,Seattle,House,922842
4138,1,6,1665,393,400,142,48,3,30,Boston,Penthouse,1638648
7277,5,3,2643,379,706,349,139,3,15,Dallas,Penthouse,4446247
3536,2,3,1805,406,328,644,92,1,33,Boston,Townhouse,1347216
1019,4,1,524,107,59,17,106,4,20,New York,Villa,617514
844,7,3,413,97,79,636,300,3,2,Seattle,House,130820
6063,7,6,2728,644,492,135,207,2,27,Houston,House,2158428
4058,1,3,2206,327,215,447,155,3,23,Los Angeles,Apartment,807542
5544,7,1,2100,391,299,88,236,1,2,New York,Villa,2605680
5944,4,1,2536,367,497,0,84,2,28,Miami,Townhouse,1908024
6251,8,1,3077,717,347,161,91,1,14,Seattle,Townhouse,2056579
6548,6,1,3524,518,507,22,130,2,23,Denver,Townhouse,3313288
2727,3,5,1377,297,226,327,113,4,38,Dallas,Penthouse,553581
2255,2,2,861,149,177,779,276,3,0,Denver,Villa,374330
5681,7,5,3044,393,411,210,162,1,47,Denver,House,823745
3577,6,3,1702,343,270,696,67,2,17,Phoenix,Townhouse,1305605
6449,3,5,2426,418,634,575,177,3,47,Los Angeles,Penthouse,2947193
7266,5,6,3108,698,504,59,257,4,22,Phoenix,Townhouse,3306030
7536,6,1,3883,696,537,323,6,1,46,Seattle,House,2712960
6418,2,2,2920,686,377,49,59,1,11,Seattle,Villa,2387496
3103,8,6,1489,334,199,600,224,4,14,Miami,Villa,493377
5514,4,2,2102,290,545,779,77,1,37,New York,Villa,2541954
5398,7,4,2714,354,538,110,28,2,35,Chicago,Penthouse,3254994
2118,8,3,782,169,170,553,109,2,29,Seattle,Penthouse,790014
899,4,6,434,67,81,69,159,1,45,Denver,House,490854
5100,6,3,2642,572,447,388,32,2,1,Dallas,House,2432700
2755,8,6,1492,221,220,694,62,1,2,Chicago,House,462840
3377,3,1,1563,336,231,133,46,1,50,Miami,Villa,1637845
7164,1,2,2910,370,608,389,172,2,45,New York,Villa,902664
7462,1,6,3385,467,433,160,86,2,2,Seattle,Villa,1104376
5259,5,1,1989,330,316,562,184,1,31,Houston,House,1819614
5156,1,1,2706,469,382,735,179,3,39,Boston,Townhouse,1247752
5151,4,2,2468,338,433,135,6,1,28,Phoenix,Villa,2364309
976,7,6,413,62,78,520,185,3,14,New York,Penthouse,594384
5506,2,3,2289,516,545,712,222,1,36,Chicago,House,1921594
4691,8,5,2362,470,460,376,146,1,1,Dallas,Apartment,956964
6030,8,3,2268,628,556,391,191,3,24,Chicago,Apartment,982890
5060,4,4,2286,375,469,740,74,4,50,Chicago,House,2696980
2677,7,5,1316,195,193,334,288,3,30,Miami,Townhouse,479183
3507,3,5,1562,396,189,538,70,4,16,Dallas,Penthouse,1332660
664,3,5,293,75,35,11,156,2,18,Phoenix,Villa,359224
5342,8,4,2023,574,351,575,244,1,45,Chicago,Villa,2024618
1892,4,4,804,106,156,553,97,1,38,Miami,Apartment,936540
6715,8,1,3038,592,450,212,172,3,47,Phoenix,Penthouse,1470585
3398,2,3,1579,265,210,279,101,2,33,Houston,Apartment,720376
6381,6,1,3228,711,375,358,237,4,21,Boston,Penthouse,2680020
5798,4,5,2904,416,385,340,288,4,28,New York,Villa,1188590
2443,2,2,1134,134,205,218,162,3,46,Denver,Apartment,1153096
4096,5,2,2182,422,384,800,92,3,30,Phoenix,Penthouse,1032192
4457,2,2,2179,232,227,507,284,1,38,Chicago,Apartment,1952166
3281,7,1,1631,334,209,39,40,2,42,Dallas,Penthouse,784159
6436,4,5,2992,393,461,619,158,1,4,Miami,Villa,1847132
7278,8,4,3687,466,692,534,129,2,20,Denver,Villa,946140
2347,7,1,935,192,120,747,219,2,28,Denver,Penthouse,1150030
7902,4,6,3991,886,738,175,125,2,31,Houston,Townhouse,3832470
7412,5,1,3270,493,650,366,45,1,20,Miami,Villa,2090184
5838,5,6,2331,607,450,216,195,1,28,Denver,Penthouse,706398
5474,1,4,2411,350,358,672,30,1,20,Los Angeles,Townhouse,2435930
2687,7,5,1201,149,161,244,47,1,19,Miami,House,1545025
4069,2,6,1892,281,239,421,23,4,18,Chicago,House,1184079
7066,1,4,3450,736,412,127,132,3,3,Denver,Townhouse,3151436
1790,4,5,890,212,139,9,250,2,28,Dallas,Villa,395590
548,7,1,242,37,30,517,57,4,43,New York,Penthouse,304688
1787,1,1,926,140,112,119,199,4,45,Chicago,House,360974
7574,5,5,4000,700,706,523,116,2,12,Seattle,Townhouse,2908416
6842,1,1,3016,547,680,117,91,2,19,Phoenix,Penthouse,4365196
7876,4,4,3507,626,600,333,90,3,43,Houston,Apartment,1157772
7736,6,5,3718,724,761,259,119,2,1,Seattle,Penthouse,4200648
5946,6,3,2687,311,450,117,290,3,47,Seattle,Apartment,3716250
3968,8,5,1643,253,353,377,218,2,36,Miami,Villa,928512
5950,5,1,2663,310,317,236,34,3,13,Phoenix,Villa,3320100
4382,7,1,1800,331,228,346,84,3,27,Phoenix,Apartment,1481116
2107,8,2,883,132,203,59,94,3,21,New York,House,828051
2636,6,2,1130,246,154,583,234,1,25,Miami,Villa,1180928
6292,2,4,2690,392,393,544,3,4,23,Boston,Villa,3724864
947,8,5,494,83,76,100,273,1,20,New York,House,254743
4510,2,5,1931,314,248,522,262,1,0,Miami,Townhouse,1159070
2731,7,2,1202,254,140,680,76,2,47,Phoenix,Villa,1310880
3916,6,1,1714,317,288,524,282,1,34,Chicago,Penthouse,1554652
5419,7,3,2630,473,517,101,6,2,26,Chicago,Villa,1918326
955,4,1,518,59,58,531,231,3,25,Phoenix,Apartment,560585
3207,2,6,1593,311,251,166,73,4,49,Denver,Penthouse,862683
3521,1,4,1506,248,342,620,239,3,23,Dallas,Townhouse,1345022
6512,4,4,2644,439,646,263,291,1,26,Houston,Apartment,2201056
3948,5,3,1916,449,312,475,234,4,33,Chicago,House,1117284
1765,6,1,928,97,98,774,235,4,23,Houston,House,877205
5775,4,6,2839,456,468,124,126,2,39,Denver,Villa,744975
6149,3,5,2980,383,405,627,124,1,48,New York,Townhouse,3609463
6189,5,5,2423,487,440,240,53,2,49,Seattle,Townhouse,3670077
3612,3,2,1613,419,273,402,45,2,13,Los Angeles,Apartment,1246140
2145,2,4,1176,161,116,476,6,4,3,Denver,Villa,323895
2450,6,2,1327,237,135,748,167,1,14,Denver,Penthouse,1104950
2095,2,5,898,211,124,680,51,2,39,New York,Townhouse,739535
5404,6,2,2585,383,390,658,9,1,24,Miami,Penthouse,1642816
2624,5,5,1280,237,194,141,56,3,12,Miami,Villa,493312
5759,5,2,2194,633,535,681,54,1,40,Dallas,Penthouse,1290016
3984,3,2,2009,292,279,477,154,1,17,New York,Villa,2286816
3578,1,2,1735,356,283,192,253,1,10,Miami,Apartment,812206
1188,4,2,570,108,102,91,245,4,30,Los Angeles,Penthouse,335016
4975,4,1,2410,453,451,428,114,4,22,Boston,Villa,1845725
4100,8,5,2215,384,310,245,11,3,26,Denver,Penthouse,2492800
5060,8,5,2257,594,307,87,22,4,7,Phoenix,Apartment,2565420
7804,6,1,4027,596,411,685,249,3,3,Dallas,Apartment,4791656
7615,8,2,2823,873,386,109,44,2,9,Denver,Townhouse,951875
2382,2,5,1081,179,139,367,75,4,44,Dallas,Villa,1467312
7262,6,6,3614,517,378,148,2,4,47,Phoenix,Townhouse,4241008
2731,8,3,1488,199,224,689,118,3,17,Los Angeles,Penthouse,1543015
7398,6,6,3527,678,621,230,38,3,25,Phoenix,Villa,1405620
3407,1,2,1439,222,263,358,262,1,7,Los Angeles,Townhouse,1390056
1284,2,2,541,127,68,484,57,1,46,Phoenix,Townhouse,157932
2421,1,6,1180,206,133,111,238,3,25,Boston,Apartment,726300
6448,1,3,2409,377,499,677,51,1,2,New York,Apartment,2759744
2228,1,1,895,129,119,116,122,1,23,Miami,House,1174156
5905,7,2,2506,371,429,207,93,4,19,Dallas,Penthouse,2515530
4766,3,2,2295,571,397,36,263,4,17,Phoenix,Townhouse,662474
1031,2,1,519,108,79,630,138,2,2,Seattle,Apartment,486632
4692,3,5,2000,280,303,28,221,1,30,Chicago,Penthouse,938400
861,6,2,391,97,81,570,232,3,30,Boston,Apartment,166173
5044,3,4,1774,425,352,10,72,2,45,Dallas,Townhouse,1493024
3634,7,3,1553,201,202,667,223,2,37,Boston,Apartment,897598
3697,3,2,1637,344,248,16,86,4,5,Houston,Apartment,976008
3207,6,1,1710,310,175,69,293,2,22,Denver,Townhouse,1488048
2685,1,2,1315,269,188,121,34,4,28,Boston,Apartment,1694235
1153,6,2,415,82,83,565,259,3,16,Los Angeles,Townhouse,581112
7837,4,3,4185,670,773,706,61,2,33,Los Angeles,House,3636368
3659,1,2,1357,225,268,360,229,3,0,Denver,Townhouse,1547757
3271,3,6,1167,297,202,219,114,2,27,Chicago,House,994384
6210,7,4,2896,689,386,262,50,1,45,Chicago,Penthouse,2633040
6624,7,5,3266,601,545,564,75,2,45,Los Angeles,Penthouse,4153248
4317,7,6,2097,373,230,83,108,1,32,Houston,Townhouse,2780148
638,4,5,245,41,58,369,239,3,45,Los Angeles,Apartment,301136
2876,4,3,1464,304,189,67,167,4,30,Dallas,Townhouse,1797500
6948,3,4,3528,692,502,689,297,3,15,Los Angeles,Apartment,4509252
3447,1,4,1875,340,210,775,118,1,31,Phoenix,Townhouse,1495998
4293,2,2,1790,342,266,89,183,2,23,Chicago,Villa,2455596
6513,4,6,2982,558,393,760,42,2,39,Boston,House,1367730
759,7,5,366,57,71,193,140,3,49,Houston,Townhouse,211761
693,7,5,345,68,37,215,111,3,20,Dallas,Apartment,365904
3202,4,2,1573,362,274,217,47,3,20,Denver,Penthouse,1498536
6934,1,6,3705,736,524,638,219,2,20,Los Angeles,Penthouse,3016290
6915,3,2,3493,540,548,747,203,1,50,Dallas,Apartment,1548960
7269,8,2,3329,868,614,713,24,3,16,Boston,Townhouse,2384232
1929,7,2,715,117,126,334,107,1,47,Los Angeles,Apartment,522759
6050,5,1,3306,688,444,456,124,3,3,Boston,Apartment,804650
4559,4,3,2145,506,389,630,225,4,50,Houston,Penthouse,1472557
5772,6,4,2225,406,365,338,272,2,34,Chicago,Townhouse,3151512
1197,2,6,491,125,119,184,83,1,22,Boston,House,314811
1101,8,2,450,121,66,72,167,3,15,Dallas,Penthouse,334704
6200,7,2,2211,554,369,262,49,4,14,Denver,Townhouse,3385200
4749,1,2,2573,431,336,152,69,3,16,New York,House,1643154
2316,8,6,978,269,205,99,163,3,16,Houston,Villa,602160
3333,5,1,1423,272,267,20,53,4,45,Houston,Townhouse,1903143
6236,4,4,2349,626,618,342,235,1,4,Miami,Penthouse,1353212
5154,5,4,2115,477,309,602,93,1,38,Denver,Villa,2803776
6923,5,2,2865,476,449,745,225,3,34,Houston,Penthouse,1107680
3188,4,6,1247,183,256,419,163,1,20,Phoenix,House,1667324
2369,8,2,889,207,146,717,294,2,41,Miami,Penthouse,1018670
775,4,5,342,87,43,451,269,2,14,Chicago,Villa,416950
1202,7,6,468,80,62,536,189,1,16,Houston,Penthouse,295692
3072,8,5,1229,340,208,773,161,1,16,Boston,Townhouse,540672
919,5,6,454,48,77,643,3,4,42,Dallas,Apartment,595512
4746,8,3,2599,458,427,504,295,2,38,Chicago,Apartment,2273334
2853,2,6,1492,146,214,100,135,3,44,Miami,House,1001403
6926,3,2,3075,513,385,645,247,2,26,Chicago,House,3317554
777,3,5,291,51,59,135,28,4,49,Boston,Townhouse,355089
7891,7,2,3592,775,494,376,150,1,14,Dallas,Villa,2256826
2374,5,5,1204,237,180,0,54,4,32,Seattle,Penthouse,1030316
7735,5,6,3597,687,744,225,275,4,49,Phoenix,Penthouse,2916095
5388,3,2,2659,480,473,734,65,3,28,Boston,Townhouse,2122872
1225,3,6,502,100,91,550,119,2,22,Seattle,House,720300
5903,8,6,2349,566,432,415,260,2,16,Chicago,Villa,2927888
5060,1,2,2348,540,310,490,164,2,50,Denver,Penthouse,2975280
6245,8,3,3349,403,540,559,295,4,22,New York,Apartment,3909370
6342,4,3,3070,423,545,614,200,2,33,New York,Villa,3773490
4335,3,1,1915,291,418,758,177,3,47,Chicago,Apartment,1482570
6984,4,6,3659,612,450,391,4,4,48,Dallas,House,1815840
5647,4,1,2480,432,329,552,100,4,3,Phoenix,Townhouse,2812206
2518,2,4,1381,227,172,560,101,1,2,Boston,House,1110438
1101,8,6,444,76,107,693,251,4,27,Seattle,Townhouse,235614
5669,4,4,2200,629,497,380,63,3,0,Houston,Penthouse,3599815
940,5,5,345,104,91,45,225,4,20,Houston,Villa,595960
710,6,1,295,41,48,632,168,2,38,Boston,Townhouse,450140
4698,3,2,2356,447,385,527,232,4,15,Seattle,Villa,2424168
3454,1,2,1639,260,174,129,240,2,3,Miami,Apartment,939488
2146,7,2,908,256,118,663,160,3,42,New York,Penthouse,1373440
5132,1,2,2712,485,480,614,162,3,11,New York,House,2073328
4745,4,1,2325,455,359,331,202,4,7,Phoenix,Apartment,1793610
7436,1,4,2735,644,726,800,185,4,16,Chicago,Penthouse,2907476
7420,5,1,3826,878,427,588,203,3,31,Denver,House,3368680
3650,7,2,1632,387,287,579,77,2,25,Miami,Townhouse,1722800
2644,7,1,935,253,260,497,123,2,22,New York,Villa,1250612
2883,7,5,1553,319,169,738,227,2,5,Miami,Villa,1386723
2899,6,4,1239,219,196,566,68,1,4,Houston,Villa,733447
4448,7,5,2322,288,269,744,38,4,6,Denver,Villa,1294368
3289,5,3,1683,174,277,85,283,1,40,New York,Penthouse,529529
3137,4,4,1212,251,233,652,115,3,36,Seattle,Penthouse,1286170
7030,3,1,3206,669,359,10,176,3,17,New York,Penthouse,3437670
7561,3,4,3544,518,426,256,232,2,41,Denver,Villa,2033909
7167,2,3,3308,808,701,272,99,3,9,New York,Villa,2408112
2498,4,6,1288,203,237,157,266,1,11,Boston,Penthouse,1201538
3633,6,5,1372,298,251,293,99,2,37,Phoenix,Apartment,2237928
7504,2,1,3125,466,668,686,8,4,25,New York,Apartment,3646944
2576,6,3,1048,195,143,85,132,4,11,Miami,Townhouse,1040704
512,1,4,253,59,47,83,265,4,32,Seattle,Penthouse,155648
5697,7,6,2119,308,323,448,218,4,21,Denver,Townhouse,3674565
1189,2,4,449,139,89,580,23,4,15,New York,Apartment,335298
1012,2,6,375,104,99,630,172,2,41,New York,Townhouse,285384
1245,5,2,680,129,96,25,251,2,24,Dallas,Penthouse,257715
6325,2,4,2544,609,460,274,236,1,30,Houston,Apartment,1518000
1953,6,6,1039,208,166,392,207,3,45,Los Angeles,Villa,363258
5576,2,4,3029,415,322,566,59,2,40,Denver,Townhouse,669120
7740,7,6,3917,835,493,247,228,1,44,Houston,Apartment,1184220
4305,8,3,1783,285,322,241,166,4,49,Miami,Villa,555345
6738,4,3,3025,748,350,651,111,1,36,Houston,Apartment,3746328
3998,3,1,1594,207,359,24,266,2,28,Miami,Townhouse,2494752
659,5,1,303,61,55,4,183,1,41,Los Angeles,Apartment,156842
4635,2,3,1819,296,299,217,157,2,29,Dallas,Townhouse,1640790
2601,4,1,1162,235,217,520,128,4,47,Dallas,Apartment,780300
1580,8,4,697,160,143,353,202,1,1,Miami,Townhouse,189600
3604,7,1,1595,363,292,423,68,2,4,New York,Penthouse,792880
7464,2,4,2785,685,462,584,132,4,48,Houston,Townhouse,1276344
1521,1,3,576,123,144,774,137,3,18,New York,Penthouse,797004
2812,3,1,993,190,232,706,205,4,13,Houston,Townhouse,1327264
3656,4,2,1471,438,312,66,154,3,1,Phoenix,Penthouse,826256
837,2,1,413,58,68,743,151,2,29,New York,Penthouse,527310
3518,6,2,1772,401,208,43,156,3,34,Phoenix,Penthouse,1336840
7480,3,4,3787,778,382,17,152,2,22,Phoenix,Apartment,920040
4753,1,2,2602,270,377,259,22,4,39,New York,Townhouse,2599891
2545,7,1,1205,189,213,360,161,2,43,Dallas,Penthouse,819490
5637,2,2,2483,309,361,282,291,3,42,Dallas,Townhouse,3630228
3008,5,4,1318,338,238,131,287,1,46,Seattle,Penthouse,758016
5010,2,3,1800,422,380,630,66,3,50,New York,Penthouse,716430
7507,4,3,2927,900,496,657,139,3,27,Phoenix,Townhouse,2597422
2661,3,5,1077,214,256,140,100,2,10,New York,Apartment,1330500
4310,5,3,1733,284,256,127,22,4,46,Houston,Villa,676670
1481,8,2,647,152,143,301,191,2,46,Houston,House,722728
988,4,6,414,77,88,93,299,3,33,Denver,Villa,164996
6411,7,4,2719,599,524,393,18,4,21,New York,Townhouse,2340015
5716,7,2,2386,605,492,392,171,3,45,Houston,Townhouse,2537904
5146,7,5,1886,595,336,468,68,1,34,Chicago,Penthouse,2444350
3773,4,4,1649,298,274,331,52,2,50,Denver,Townhouse,452760
7076,7,3,3083,746,432,27,94,2,16,Seattle,Townhouse,2766716
6893,3,4,3558,779,632,417,218,4,3,Chicago,Apartment,1971398
3607,8,3,1686,403,190,398,178,4,21,Denver,Villa,995532
654,8,5,249,56,46,171,268,4,7,Miami,Apartment,407442
6237,6,5,3312,338,533,195,277,3,44,Phoenix,Villa,2114343
2172,4,4,874,259,123,260,291,3,16,New York,Penthouse,1157676
5852,4,2,3198,461,463,143,33,2,4,Houston,Villa,2797256
3037,7,6,1601,246,238,647,43,1,31,New York,House,461624
6673,3,4,3529,665,498,584,110,3,29,Chicago,House,2996177
7553,6,2,3040,669,496,468,150,3,23,Los Angeles,Penthouse,4781049
829,6,6,400,98,76,13,203,4,31,Boston,House,535534
6784,5,6,2930,494,358,605,74,3,34,Los Angeles,Apartment,2537216
5117,5,1,1880,410,480,605,286,2,36,Chicago,Apartment,1959811
5602,3,5,2205,598,483,65,31,1,20,Chicago,Townhouse,952340
3402,6,2,1413,349,298,72,136,1,41,Dallas,Penthouse,1918728
4059,4,3,2151,359,352,67,125,4,33,Los Angeles,Townhouse,576378
5280,1,2,1943,288,477,344,265,1,31,New York,Villa,1261920
6791,6,1,2493,417,367,344,194,1,17,Los Angeles,Villa,1310663
863,7,4,461,90,46,166,259,2,32,Miami,Penthouse,423733
5914,6,6,2794,359,513,465,234,2,13,New York,Townhouse,3832272
5856,6,3,2404,643,439,255,274,4,22,New York,Apartment,3736128
4596,2,1,2182,499,251,356,112,3,13,Dallas,Penthouse,1309860
4006,1,2,2027,449,283,527,219,4,15,New York,House,2491732
3891,1,4,1838,446,368,469,273,2,29,Houston,Townhouse,2470785
6795,4,1,3238,588,662,461,290,3,17,New York,Villa,1148355
2895,2,2,1095,164,242,262,59,1,10,Denver,Villa,1163790
7646,2,6,3002,902,383,727,234,3,13,Boston,Townhouse,3104276
2062,6,4,766,210,146,299,132,4,43,Chicago,Villa,948520
6045,5,5,2981,576,602,422,97,3,27,Chicago,House,949065
6274,7,3,2459,407,488,413,157,1,16,Dallas,Apartment,2039050
2934,8,5,1395,203,289,495,168,4,10,Dallas,Penthouse,1625436
551,3,1,206,47,30,618,265,2,3,Houston,House,325641
1462,6,3,783,112,145,24,35,3,47,Miami,House,334798
7920,6,4,3854,427,621,600,46,3,46,Phoenix,Apartment,3682800
6828,8,4,3309,571,637,569,233,2,13,Dallas,Villa,1037856
995,7,3,476,55,65,666,12,3,17,Boston,Apartment,548245
7355,8,1,3162,632,632,599,82,4,4,Seattle,Villa,4648360
3531,5,5,1405,214,318,509,9,3,11,Denver,Penthouse,1659570
1547,3,4,694,84,146,563,137,2,2,Boston,Villa,843115
513,4,5,215,41,42,697,135,1,24,New York,Apartment,183654
7153,2,3,3876,543,568,590,216,2,45,New York,Penthouse,1473518
3570,8,3,1838,186,245,470,254,4,43,Miami,Penthouse,1938510
6563,1,6,2937,371,635,591,73,3,3,Denver,Townhouse,1292911
3127,8,1,1525,307,240,403,112,3,38,New York,Townhouse,784877
7665,3,3,3144,538,469,407,9,3,47,Boston,Villa,1157415
2390,4,6,1219,194,218,666,264,1,18,Boston,House,423030
5252,8,2,1876,440,463,225,0,3,11,Dallas,Apartment,3040908
5296,5,1,2851,514,326,636,10,2,8,Chicago,Apartment,1038016
2644,8,1,1038,199,188,512,186,3,12,Houston,House,605476
2035,4,5,875,142,203,171,141,3,30,Phoenix,Townhouse,384615
7426,3,6,4083,457,396,409,254,4,50,Chicago,Villa,3623888
4037,8,3,2041,208,369,472,276,1,30,Dallas,Penthouse,1836835
6847,6,5,3637,403,455,244,139,1,26,Los Angeles,Penthouse,1513187
5206,1,3,2684,292,411,278,299,2,0,Denver,House,1983486
661,4,4,341,70,58,458,100,3,4,Miami,Townhouse,255146
1975,8,3,747,204,197,709,291,1,25,New York,Villa,537200
4749,5,1,1742,564,423,703,266,4,18,Boston,Penthouse,2208285
4583,8,1,1962,402,279,400,180,2,10,Boston,Villa,1402398
6495,4,3,2287,740,452,579,210,1,3,Dallas,Townhouse,3098115
2950,2,4,1274,271,188,527,170,3,2,Miami,House,1864400
4769,6,4,2182,411,413,471,241,4,6,Seattle,Penthouse,643815
